metabolite,SampleID,flux,description
arg_L_m,SRR19820319,0.015,L-argininium(1+)
his_L_m,SRR19820319,0.015,L-histidine
asn_L_m,SRR19820319,1.00E-06,L-asparagine
gln_L_m,SRR19820319,1.00E-06,L-glutamine
ade_m,SRR19820319,1.00E-06,Adenine
ocdcea_m,SRR19820319,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,SRR19820319,1.00E-06,L-cysteine
gua_m,SRR19820319,1.00E-06,Guanine
ncam_m,SRR19820319,1.00E-06,Nicotinamide
ala_L_m,SRR19820319,1.00E-06,L-alanine
val_L_m,SRR19820319,1.00E-06,L-valine
3mop_m,SRR19820319,1.00E-06,3-methyl-2-oxopentanoate
ura_m,SRR19820319,1.00E-06,uracil
ala_D_m,SRR19820319,1.00E-06,D-alanine
met_L_m,SRR19820319,1.00E-06,L-methionine
ile_L_m,SRR19820319,1.00E-06,L-isoleucine
trp_L_m,SRR19820319,1.00E-06,L-tryptophan
pro_L_m,SRR19820319,1.00E-06,L-proline
thr_L_m,SRR19820319,1.00E-06,L-threonine
leu_L_m,SRR19820319,1.00E-06,L-leucine
glu_L_m,SRR19820319,1.00E-06,L-glutamate(1-)
gly_m,SRR19820319,1.00E-06,Glycine
asp_L_m,SRR19820319,1.00E-06,L-aspartate(1-)
ocdca_m,SRR19820319,1.00E-06,octadecanoate (n-C18:0)
drib_m,SRR19820319,1.00E-06,2-deoxy-D-ribose
fru_m,SRR19820319,1.00E-06,D-Fructose
man_m,SRR19820319,1.00E-06,D-Mannose
gal_m,SRR19820319,1.00E-06,D-Galactose
mnl_m,SRR19820319,1.00E-06,D-Mannitol
indole_m,SRR19820319,1.00E-06,Indole
sbt_D_m,SRR19820319,1.00E-06,D-glucitol
malt_m,SRR19820319,1.00E-06,Maltose
sucr_m,SRR19820319,1.00E-06,Sucrose
lcts_m,SRR19820319,1.00E-06,Lactose
melib_m,SRR19820319,1.00E-06,Melibiose
kestopt_m,SRR19820319,1.00E-06,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,SRR19820319,1.00E-06,Raffinose
ttdca_m,SRR19820319,1.00E-06,tetradecanoate (n-C14:0)
fe3_m,SRR19820319,0.000696582,Fe3+
fe2_m,SRR19820319,0.002918841,Fe2+
pnto_R_m,SRR19820319,0.002077764,(R)-Pantothenate
fol_m,SRR19820319,0.002246596,Folate
mg2_m,SRR19820319,0.001750096,magnesium
cl_m,SRR19820319,0.001750096,Chloride
k_m,SRR19820319,0.001750096,potassium
cobalt2_m,SRR19820319,0.001750096,Co2+
zn2_m,SRR19820319,0.001750096,Zinc
ca2_m,SRR19820319,0.001750096,calcium(2+)
cu2_m,SRR19820319,0.001750096,Cu2+
mn2_m,SRR19820319,0.001750096,Mn2+
arab_L_m,SRR19820319,1.00E-06,L-arabinose
4abz_m,SRR19820319,1.00E-06,4-Aminobenzoate
glcn_m,SRR19820319,1.00E-06,D-gluconate
ptrc_m,SRR19820319,0.000627282,Putrescine
pheme_m,SRR19820319,0.000628293,Protoheme
spmd_m,SRR19820319,0.000635039,Spermidine
thm_m,SRR19820319,0.000749642,Thiamin
12dgr180_m,SRR19820319,1.00E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,SRR19820319,1.64E-06,Pyridoxal
so4_m,SRR19820319,1.00E-06,sulfate
thymd_m,SRR19820319,1.00E-06,Thymidine
pydxn_m,SRR19820319,1.00E-06,Pyridoxine
lanost_m,SRR19820319,1.00E-06,lanosterol
q8_m,SRR19820319,1.71E-06,Ubiquinone-8
hdca_m,SRR19820319,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,SRR19820319,1.00E-06,Menaquinone 8
lmn30_m,SRR19820319,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,SRR19820319,1.00E-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,SRR19820319,1.00E-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,SRR19820319,0.000230409,2-Demethylmenaquinone 8
gthox_m,SRR19820319,1.00E-06,Oxidized glutathione
rhamnogalurII_m,SRR19820319,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,SRR19820319,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,SRR19820319,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,SRR19820319,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,SRR19820319,1.00E-06,O2
gthrd_m,SRR19820319,1.00E-06,Reduced glutathione
lichn_m,SRR19820319,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,SRR19820319,1.00E-06,Menaquinone 7
cit_m,SRR19820319,1.00E-06,Citrate
arab_D_m,SRR19820319,1.00E-06,D-Arabinose
fald_m,SRR19820319,1.00E-06,formaldehyde
hxan_m,SRR19820319,1.00E-06,Hypoxanthine
galmannan_m,SRR19820319,1.00E-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,SRR19820319,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,SRR19820319,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,SRR19820319,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,SRR19820319,1.00E-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,SRR19820319,1.00E-06,"Amylopectin, 900 repeat units"
pullulan1200_m,SRR19820319,1.00E-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,SRR19820319,1.00E-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,SRR19820319,1.00E-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,SRR19820319,1.00E-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,SRR19820319,1.00E-06,pectins
xylan_m,SRR19820319,1.00E-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,SRR19820319,1.00E-06,chorismate
ribflv_m,SRR19820319,1.00E-06,Riboflavin
pydam_m,SRR19820319,1.00E-06,Pyridoxamine
sheme_m,SRR19820319,0.000116256,Siroheme
acgam_m,SRR19820319,1.00E-06,N-acetyl-D-glucosamine
acnam_m,SRR19820319,1.00E-06,N-acetylneuraminate
strch1_m,SRR19820319,1.00E-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,SRR19820319,1.00E-06,hydrogenphosphate
dad_2_m,SRR19820319,1.00E-06,2-deoxyadenosine
gam_m,SRR19820319,1.00E-06,D-Glucosamine
dcyt_m,SRR19820341,0.1,Deoxycytidine
glyc3p_m,SRR19820341,0.091733583,Glycerol 3-phosphate
glyleu_m,SRR19820341,0.113256821,Glycylleucine
amp_m,SRR19820341,0.1,AMP
nmn_m,SRR19820341,0.1,NMN
cgly_m,SRR19820341,0.1,L-cysteinylglycine
glyasp_m,SRR19820341,0.08378859,Glycyl-L-aspartate
26dap_M_m,SRR19820341,0.028827702,"meso-2,6-Diaminoheptanedioate"
orn_m,SRR19820341,1.00E-06,Ornithine
csn_m,SRR19820341,0.1,cytosine
cytd_m,SRR19820341,0.1,Cytidine
acmana_m,SRR19820341,1.00E-06,N-acetyl-D-mannosamine
adn_m,SRR19820341,1.00E-06,Adenosine
metsox_S_L_m,SRR19820341,1.00E-06,L-Methionine Sulfoxide
dgsn_m,SRR19820341,1.00E-06,Deoxyguanosine
phe_L_m,SRR19820341,1.00E-06,L-phenylalanine
tyr_L_m,SRR19820341,1.00E-06,L-tyrosine
uri_m,SRR19820341,1.00E-06,Uridine
ddca_m,SRR19820341,1.00E-06,laurate
cellb_m,SRR19820341,1.00E-06,cellobiose
tre_m,SRR19820341,1.00E-06,Trehalose
gsn_m,SRR19820341,1.00E-06,Guanosine
lys_L_m,SRR19820341,1.00E-06,L-lysinium(1+)
arg_L_m,SRR19820341,0.015,L-argininium(1+)
his_L_m,SRR19820341,0.015,L-histidine
asn_L_m,SRR19820341,0.0225,L-asparagine
gln_L_m,SRR19820341,1.00E-06,L-glutamine
ade_m,SRR19820341,1.00E-06,Adenine
ocdcea_m,SRR19820341,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,SRR19820341,1.00E-06,L-cysteine
gua_m,SRR19820341,1.00E-06,Guanine
ncam_m,SRR19820341,1.00E-06,Nicotinamide
ala_L_m,SRR19820341,1.00E-06,L-alanine
val_L_m,SRR19820341,1.00E-06,L-valine
3mop_m,SRR19820341,1.00E-06,3-methyl-2-oxopentanoate
ura_m,SRR19820341,1.00E-06,uracil
ala_D_m,SRR19820341,1.00E-06,D-alanine
met_L_m,SRR19820341,1.00E-06,L-methionine
ile_L_m,SRR19820341,1.00E-06,L-isoleucine
trp_L_m,SRR19820341,1.00E-06,L-tryptophan
pro_L_m,SRR19820341,1.00E-06,L-proline
thr_L_m,SRR19820341,1.00E-06,L-threonine
leu_L_m,SRR19820341,1.00E-06,L-leucine
glu_L_m,SRR19820341,1.00E-06,L-glutamate(1-)
gly_m,SRR19820341,1.00E-06,Glycine
asp_L_m,SRR19820341,1.00E-06,L-aspartate(1-)
ocdca_m,SRR19820341,1.00E-06,octadecanoate (n-C18:0)
drib_m,SRR19820341,1.00E-06,2-deoxy-D-ribose
fru_m,SRR19820341,1.00E-06,D-Fructose
man_m,SRR19820341,1.00E-06,D-Mannose
gal_m,SRR19820341,1.00E-06,D-Galactose
mnl_m,SRR19820341,1.00E-06,D-Mannitol
indole_m,SRR19820341,1.00E-06,Indole
sbt_D_m,SRR19820341,1.00E-06,D-glucitol
malt_m,SRR19820341,1.00E-06,Maltose
sucr_m,SRR19820341,1.00E-06,Sucrose
lcts_m,SRR19820341,1.00E-06,Lactose
melib_m,SRR19820341,1.00E-06,Melibiose
kestopt_m,SRR19820341,1.00E-06,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,SRR19820341,1.00E-06,Raffinose
ttdca_m,SRR19820341,1.00E-06,tetradecanoate (n-C14:0)
fe3_m,SRR19820341,0.002166761,Fe3+
fe2_m,SRR19820341,0.001003664,Fe2+
pnto_R_m,SRR19820341,0.001841152,(R)-Pantothenate
fol_m,SRR19820341,0.002418406,Folate
mg2_m,SRR19820341,0.001530978,magnesium
cl_m,SRR19820341,0.001530978,Chloride
k_m,SRR19820341,0.001530978,potassium
cobalt2_m,SRR19820341,0.001530978,Co2+
zn2_m,SRR19820341,0.001530978,Zinc
ca2_m,SRR19820341,0.001530978,calcium(2+)
cu2_m,SRR19820341,0.001530978,Cu2+
mn2_m,SRR19820341,0.001530978,Mn2+
arab_L_m,SRR19820341,1.00E-06,L-arabinose
4abz_m,SRR19820341,1.00E-06,4-Aminobenzoate
glcn_m,SRR19820341,1.00E-06,D-gluconate
ptrc_m,SRR19820341,0.000594373,Putrescine
pheme_m,SRR19820341,0.000741358,Protoheme
spmd_m,SRR19820341,0.000783596,Spermidine
thm_m,SRR19820341,0.000809677,Thiamin
12dgr180_m,SRR19820341,1.00E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,SRR19820341,1.00E-06,Pyridoxal
so4_m,SRR19820341,1.00E-06,sulfate
thymd_m,SRR19820341,1.00E-06,Thymidine
pydxn_m,SRR19820341,1.00E-06,Pyridoxine
lanost_m,SRR19820341,1.00E-06,lanosterol
q8_m,SRR19820341,5.59E-05,Ubiquinone-8
hdca_m,SRR19820341,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,SRR19820341,1.00E-06,Menaquinone 8
lmn30_m,SRR19820341,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,SRR19820341,1.00E-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,SRR19820341,1.00E-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,SRR19820341,0.000105868,2-Demethylmenaquinone 8
gthox_m,SRR19820341,7.79E-05,Oxidized glutathione
rhamnogalurII_m,SRR19820341,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,SRR19820341,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,SRR19820341,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,SRR19820341,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,SRR19820341,1.00E-06,O2
gthrd_m,SRR19820341,2.91E-05,Reduced glutathione
lichn_m,SRR19820341,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,SRR19820341,1.00E-06,Menaquinone 7
cit_m,SRR19820341,1.00E-06,Citrate
arab_D_m,SRR19820341,1.00E-06,D-Arabinose
fald_m,SRR19820341,1.00E-06,formaldehyde
hxan_m,SRR19820341,1.00E-06,Hypoxanthine
galmannan_m,SRR19820341,1.00E-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,SRR19820341,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,SRR19820341,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,SRR19820341,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,SRR19820341,1.00E-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,SRR19820341,1.00E-06,"Amylopectin, 900 repeat units"
pullulan1200_m,SRR19820341,1.00E-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,SRR19820341,1.00E-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,SRR19820341,1.00E-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,SRR19820341,1.00E-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,SRR19820341,1.00E-06,pectins
xylan_m,SRR19820341,1.00E-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,SRR19820341,1.00E-06,chorismate
ribflv_m,SRR19820341,1.00E-06,Riboflavin
pydam_m,SRR19820341,7.72E-06,Pyridoxamine
sheme_m,SRR19820341,0.000252429,Siroheme
acgam_m,SRR19820341,1.00E-06,N-acetyl-D-glucosamine
acnam_m,SRR19820341,1.00E-06,N-acetylneuraminate
strch1_m,SRR19820341,1.00E-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,SRR19820341,1.00E-06,hydrogenphosphate
dad_2_m,SRR19820341,1.00E-06,2-deoxyadenosine
gam_m,SRR19820341,1.00E-06,D-Glucosamine
dcyt_m,SRR18156385,0.1,Deoxycytidine
glyc3p_m,SRR18156385,0.001626936,Glycerol 3-phosphate
glyleu_m,SRR18156385,0.113256821,Glycylleucine
amp_m,SRR18156385,0.1,AMP
nmn_m,SRR18156385,0.1,NMN
cgly_m,SRR18156385,0.07821078,L-cysteinylglycine
glyasp_m,SRR18156385,0.000424276,Glycyl-L-aspartate
26dap_M_m,SRR18156385,0.1,"meso-2,6-Diaminoheptanedioate"
orn_m,SRR18156385,1.00E-06,Ornithine
csn_m,SRR18156385,0.1,cytosine
cytd_m,SRR18156385,0.1,Cytidine
acmana_m,SRR18156385,1.00E-06,N-acetyl-D-mannosamine
adn_m,SRR18156385,1.00E-06,Adenosine
metsox_S_L_m,SRR18156385,1.00E-06,L-Methionine Sulfoxide
dgsn_m,SRR18156385,1.00E-06,Deoxyguanosine
phe_L_m,SRR18156385,1.00E-06,L-phenylalanine
tyr_L_m,SRR18156385,1.00E-06,L-tyrosine
uri_m,SRR18156385,1.00E-06,Uridine
ddca_m,SRR18156385,1.00E-06,laurate
cellb_m,SRR18156385,1.00E-06,cellobiose
tre_m,SRR18156385,1.00E-06,Trehalose
gsn_m,SRR18156385,1.00E-06,Guanosine
lys_L_m,SRR18156385,1.00E-06,L-lysinium(1+)
arg_L_m,SRR18156385,0.015,L-argininium(1+)
his_L_m,SRR18156385,0.015,L-histidine
asn_L_m,SRR18156385,1.00E-06,L-asparagine
gln_L_m,SRR18156385,1.00E-06,L-glutamine
ade_m,SRR18156385,1.00E-06,Adenine
ocdcea_m,SRR18156385,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,SRR18156385,1.00E-06,L-cysteine
gua_m,SRR18156385,1.00E-06,Guanine
ncam_m,SRR18156385,1.00E-06,Nicotinamide
ala_L_m,SRR18156385,1.00E-06,L-alanine
val_L_m,SRR18156385,1.00E-06,L-valine
3mop_m,SRR18156385,1.00E-06,3-methyl-2-oxopentanoate
ura_m,SRR18156385,1.00E-06,uracil
ala_D_m,SRR18156385,1.00E-06,D-alanine
met_L_m,SRR18156385,1.00E-06,L-methionine
ile_L_m,SRR18156385,1.00E-06,L-isoleucine
trp_L_m,SRR18156385,1.00E-06,L-tryptophan
pro_L_m,SRR18156385,1.00E-06,L-proline
thr_L_m,SRR18156385,1.00E-06,L-threonine
leu_L_m,SRR18156385,1.00E-06,L-leucine
glu_L_m,SRR18156385,1.00E-06,L-glutamate(1-)
gly_m,SRR18156385,1.00E-06,Glycine
asp_L_m,SRR18156385,1.00E-06,L-aspartate(1-)
ocdca_m,SRR18156385,1.00E-06,octadecanoate (n-C18:0)
drib_m,SRR18156385,1.00E-06,2-deoxy-D-ribose
fru_m,SRR18156385,1.00E-06,D-Fructose
man_m,SRR18156385,1.00E-06,D-Mannose
gal_m,SRR18156385,1.00E-06,D-Galactose
mnl_m,SRR18156385,1.00E-06,D-Mannitol
indole_m,SRR18156385,1.00E-06,Indole
sbt_D_m,SRR18156385,1.00E-06,D-glucitol
malt_m,SRR18156385,1.00E-06,Maltose
sucr_m,SRR18156385,1.00E-06,Sucrose
lcts_m,SRR18156385,1.00E-06,Lactose
melib_m,SRR18156385,1.00E-06,Melibiose
kestopt_m,SRR18156385,1.00E-06,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,SRR18156385,1.00E-06,Raffinose
ttdca_m,SRR18156385,1.00E-06,tetradecanoate (n-C14:0)
fe3_m,SRR18156385,0.000994412,Fe3+
fe2_m,SRR18156385,0.000627437,Fe2+
pnto_R_m,SRR18156385,1.65E-05,(R)-Pantothenate
fol_m,SRR18156385,0.00212079,Folate
mg2_m,SRR18156385,0.000783103,magnesium
cl_m,SRR18156385,0.000783103,Chloride
k_m,SRR18156385,0.000783103,potassium
cobalt2_m,SRR18156385,0.000783103,Co2+
zn2_m,SRR18156385,0.000783103,Zinc
ca2_m,SRR18156385,0.000783103,calcium(2+)
cu2_m,SRR18156385,0.000783103,Cu2+
mn2_m,SRR18156385,0.000783103,Mn2+
arab_L_m,SRR18156385,1.00E-06,L-arabinose
4abz_m,SRR18156385,1.00E-06,4-Aminobenzoate
glcn_m,SRR18156385,1.00E-06,D-gluconate
ptrc_m,SRR18156385,1.00E-06,Putrescine
pheme_m,SRR18156385,0.000752263,Protoheme
spmd_m,SRR18156385,0.000730438,Spermidine
thm_m,SRR18156385,0.000756956,Thiamin
12dgr180_m,SRR18156385,5.26E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,SRR18156385,1.00E-06,Pyridoxal
so4_m,SRR18156385,1.00E-06,sulfate
thymd_m,SRR18156385,1.00E-06,Thymidine
pydxn_m,SRR18156385,1.00E-06,Pyridoxine
lanost_m,SRR18156385,1.00E-06,lanosterol
q8_m,SRR18156385,0.000183271,Ubiquinone-8
hdca_m,SRR18156385,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,SRR18156385,1.00E-06,Menaquinone 8
lmn30_m,SRR18156385,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,SRR18156385,1.00E-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,SRR18156385,1.00E-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,SRR18156385,2.98E-05,2-Demethylmenaquinone 8
gthox_m,SRR18156385,0.000207945,Oxidized glutathione
rhamnogalurII_m,SRR18156385,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,SRR18156385,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,SRR18156385,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,SRR18156385,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,SRR18156385,1.00E-06,O2
gthrd_m,SRR18156385,0.000232956,Reduced glutathione
lichn_m,SRR18156385,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,SRR18156385,1.00E-06,Menaquinone 7
cit_m,SRR18156385,1.00E-06,Citrate
arab_D_m,SRR18156385,1.00E-06,D-Arabinose
fald_m,SRR18156385,1.00E-06,formaldehyde
hxan_m,SRR18156385,1.00E-06,Hypoxanthine
galmannan_m,SRR18156385,1.00E-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,SRR18156385,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,SRR18156385,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,SRR18156385,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,SRR18156385,1.00E-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,SRR18156385,1.00E-06,"Amylopectin, 900 repeat units"
pullulan1200_m,SRR18156385,1.00E-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,SRR18156385,1.00E-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,SRR18156385,1.00E-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,SRR18156385,1.00E-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,SRR18156385,1.00E-06,pectins
xylan_m,SRR18156385,1.00E-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,SRR18156385,1.00E-06,chorismate
ribflv_m,SRR18156385,1.00E-06,Riboflavin
pydam_m,SRR18156385,6.69E-05,Pyridoxamine
sheme_m,SRR18156385,0.000704833,Siroheme
acgam_m,SRR18156385,1.00E-06,N-acetyl-D-glucosamine
acnam_m,SRR18156385,1.00E-06,N-acetylneuraminate
strch1_m,SRR18156385,1.00E-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,SRR18156385,1.00E-06,hydrogenphosphate
dad_2_m,SRR18156385,1.00E-06,2-deoxyadenosine
gam_m,SRR18156385,1.00E-06,D-Glucosamine
dcyt_m,SRR18156380,0.1,Deoxycytidine
glyc3p_m,SRR18156380,0.073088484,Glycerol 3-phosphate
glyleu_m,SRR18156380,0.113256821,Glycylleucine
amp_m,SRR18156380,0.1,AMP
nmn_m,SRR18156380,0.1,NMN
cgly_m,SRR18156380,0.1,L-cysteinylglycine
glyasp_m,SRR18156380,1.00E-06,Glycyl-L-aspartate
26dap_M_m,SRR18156380,0.083999257,"meso-2,6-Diaminoheptanedioate"
orn_m,SRR18156380,1.00E-06,Ornithine
csn_m,SRR18156380,0.1,cytosine
cytd_m,SRR18156380,0.1,Cytidine
acmana_m,SRR18156380,1.00E-06,N-acetyl-D-mannosamine
adn_m,SRR18156380,1.00E-06,Adenosine
metsox_S_L_m,SRR18156380,1.00E-06,L-Methionine Sulfoxide
dgsn_m,SRR18156380,1.00E-06,Deoxyguanosine
phe_L_m,SRR18156380,1.00E-06,L-phenylalanine
tyr_L_m,SRR18156380,1.00E-06,L-tyrosine
uri_m,SRR18156380,1.00E-06,Uridine
ddca_m,SRR18156380,1.00E-06,laurate
cellb_m,SRR18156380,1.00E-06,cellobiose
tre_m,SRR18156380,1.00E-06,Trehalose
gsn_m,SRR18156380,1.00E-06,Guanosine
lys_L_m,SRR18156380,1.00E-06,L-lysinium(1+)
arg_L_m,SRR18156380,0.015,L-argininium(1+)
his_L_m,SRR18156380,0.015,L-histidine
asn_L_m,SRR18156380,1.00E-06,L-asparagine
gln_L_m,SRR18156380,0.018,L-glutamine
ade_m,SRR18156380,1.00E-06,Adenine
ocdcea_m,SRR18156380,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,SRR18156380,1.00E-06,L-cysteine
gua_m,SRR18156380,1.00E-06,Guanine
ncam_m,SRR18156380,1.00E-06,Nicotinamide
ala_L_m,SRR18156380,1.00E-06,L-alanine
val_L_m,SRR18156380,1.00E-06,L-valine
3mop_m,SRR18156380,1.00E-06,3-methyl-2-oxopentanoate
ura_m,SRR18156380,0.1,uracil
ala_D_m,SRR18156380,1.00E-06,D-alanine
met_L_m,SRR18156380,1.00E-06,L-methionine
ile_L_m,SRR18156380,1.00E-06,L-isoleucine
trp_L_m,SRR18156380,1.00E-06,L-tryptophan
pro_L_m,SRR18156380,1.00E-06,L-proline
thr_L_m,SRR18156380,1.00E-06,L-threonine
leu_L_m,SRR18156380,1.00E-06,L-leucine
glu_L_m,SRR18156380,1.00E-06,L-glutamate(1-)
gly_m,SRR18156380,1.00E-06,Glycine
asp_L_m,SRR18156380,1.00E-06,L-aspartate(1-)
