metabolite,SampleID,flux,description
lald_L_m,SRR11128234,1.00E-06,(S)-lactaldehyde
ins_m,SRR11128234,1.00E-06,Inosine
but_m,SRR11128234,1.00E-06,butyrate
4hphac_m,SRR11128234,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR11128234,1.00E-06,Uridine
ocdca_m,SRR11128234,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR11128234,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR11128234,1.00E-06,Riboflavin
hdca_m,SRR11128234,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR11128234,1.00E-06,methanol
4hoxpacd_m,SRR11128234,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR11128234,1.00E-06,D-Arabinose
acac_m,SRR11128234,1.00E-06,acetoacetate
2hyoxplac_m,SRR11128234,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR11128234,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR11128234,1.00E-06,D-Fructose
fum_m,SRR11128234,1.00E-06,Fumarate
xtsn_m,SRR11128234,1.00E-06,xanthosine
btd_RR_m,SRR11128234,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR11128234,1.00E-06,Reduced riboflavin
ch4s_m,SRR11128234,1.00E-06,Methanethiol
ppi_m,SRR11128234,1.00E-06,Diphosphate
12ppd_S_m,SRR11128234,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR11128234,1.00E-06,L-cysteine
galur_m,SRR11128234,1.00E-06,D-Galacturonate
ac_m,SRR11128234,1.00E-06,acetate
2obut_m,SRR11128234,1.00E-06,2-Oxobutanoate
apio_D_m,SRR11128234,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR11128234,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR11128234,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR11128234,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR11128234,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR11128234,1.00E-06,Indole
acerA_m,SRR11128234,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR11128234,1.00E-06,formaldehyde
ispre_m,SRR11128234,1.00E-06,Isoprene
mqn7_m,SRR11128258,1.00E-06,Menaquinone 7
mqn8_m,SRR11128258,1.00E-06,Menaquinone 8
h_m,SRR11128258,0.034014657,proton
h2s_m,SRR11128258,0.218197473,Hydrogen sulfide
so4_m,SRR11128258,1.00E-06,sulfate
co2_m,SRR11128258,1.383287549,carbon dioxide
tma_m,SRR11128258,1.00E-06,trimethylamine
h2o_m,SRR11128258,3.086554134,Water
tmao_m,SRR11128258,1.00E-06,Trimethylamine N-oxide
so3_m,SRR11128258,1.00E-06,Sulfite
tsul_m,SRR11128258,1.00E-06,thiosulfate(2-)
for_m,SRR11128258,1.00E-06,Formate
chol_m,SRR11128258,1.00E-06,Choline
o2_m,SRR11128258,1.00E-06,O2
diact_m,SRR11128258,1.00E-06,Diacetyl
ppa_m,SRR11128258,1.00E-06,propionate
h2_m,SRR11128258,1.00E-06,Hydrogen
xan_m,SRR11128258,0.499324154,Xanthine
lac_L_m,SRR11128258,1.00E-06,(S)-lactate
glyc_m,SRR11128258,1.00E-06,Glycerol
succ_m,SRR11128258,1.00E-06,Succinate
isocapr_m,SRR11128258,1.00E-06,Isocaproate
oxa_m,SRR11128258,1.00E-06,oxalate(2-)
glyclt_m,SRR11128258,1.00E-06,glycolate
pac_m,SRR11128258,1.00E-06,phenylacetate
acald_m,SRR11128258,1.00E-06,acetaldehyde
actn_R_m,SRR11128258,1.00E-06,(R)-Acetoin
isobut_m,SRR11128258,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR11128258,1.00E-06,chorismate
hxan_m,SRR11128258,1.00E-06,Hypoxanthine
mnl_m,SRR11128258,1.00E-06,D-Mannitol
gcald_m,SRR11128258,1.00E-06,glycolaldehyde
fuc_L_m,SRR11128258,1.00E-06,L-fucose
bhb_m,SRR11128258,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR11128258,1.00E-06,Citrate
isoval_m,SRR11128258,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR11128258,0.19541743,Nicotinate
ura_m,SRR11128258,0.196748624,uracil
glyb_m,SRR11128258,1.00E-06,glycine betaine
rib_D_m,SRR11128258,1.00E-06,D-ribose
glcn_m,SRR11128258,1.00E-06,D-gluconate
3mop_m,SRR11128258,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR11128258,1.00E-06,Allantoin
inost_m,SRR11128258,1.00E-06,myo-inositol
phenol_m,SRR11128258,1.00E-06,Phenol
mal_L_m,SRR11128258,1.00E-06,(S)-malate(2-)
phpyr_m,SRR11128258,0.028038003,keto-phenylpyruvate
thymd_m,SRR11128258,0.007889034,Thymidine
4hbz_m,SRR11128258,0.04528536,4-hydroxybenzoate
etoh_m,SRR11128258,1.00E-06,ethanol
lald_L_m,SRR11128258,1.00E-06,(S)-lactaldehyde
ins_m,SRR11128258,1.00E-06,Inosine
but_m,SRR11128258,1.00E-06,butyrate
4hphac_m,SRR11128258,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR11128258,1.00E-06,Uridine
ocdca_m,SRR11128258,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR11128258,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR11128258,1.00E-06,Riboflavin
hdca_m,SRR11128258,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR11128258,0.006513,methanol
4hoxpacd_m,SRR11128258,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR11128258,1.00E-06,D-Arabinose
acac_m,SRR11128258,1.00E-06,acetoacetate
2hyoxplac_m,SRR11128258,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR11128258,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR11128258,1.00E-06,D-Fructose
fum_m,SRR11128258,1.00E-06,Fumarate
xtsn_m,SRR11128258,1.00E-06,xanthosine
btd_RR_m,SRR11128258,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR11128258,1.00E-06,Reduced riboflavin
ch4s_m,SRR11128258,1.00E-06,Methanethiol
ppi_m,SRR11128258,1.00E-06,Diphosphate
12ppd_S_m,SRR11128258,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR11128258,1.00E-06,L-cysteine
galur_m,SRR11128258,1.00E-06,D-Galacturonate
ac_m,SRR11128258,1.00E-06,acetate
2obut_m,SRR11128258,1.00E-06,2-Oxobutanoate
apio_D_m,SRR11128258,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR11128258,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR11128258,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR11128258,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR11128258,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR11128258,1.00E-06,Indole
acerA_m,SRR11128258,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR11128258,1.00E-06,formaldehyde
ispre_m,SRR11128258,1.00E-06,Isoprene
mqn7_m,ERR2438169,0.489948081,Menaquinone 7
mqn8_m,ERR2438169,0.487565214,Menaquinone 8
h_m,ERR2438169,1.00E-06,proton
h2s_m,ERR2438169,0.121365037,Hydrogen sulfide
so4_m,ERR2438169,0.230574814,sulfate
co2_m,ERR2438169,1.144926174,carbon dioxide
tma_m,ERR2438169,1.00E-06,trimethylamine
h2o_m,ERR2438169,2.506758752,Water
tmao_m,ERR2438169,0.232096346,Trimethylamine N-oxide
so3_m,ERR2438169,0.100575043,Sulfite
tsul_m,ERR2438169,1.00E-06,thiosulfate(2-)
for_m,ERR2438169,1.00E-06,Formate
chol_m,ERR2438169,1.00E-06,Choline
o2_m,ERR2438169,0.463557809,O2
diact_m,ERR2438169,1.00E-06,Diacetyl
ppa_m,ERR2438169,1.00E-06,propionate
h2_m,ERR2438169,1.00E-06,Hydrogen
xan_m,ERR2438169,0.471192312,Xanthine
lac_L_m,ERR2438169,1.00E-06,(S)-lactate
glyc_m,ERR2438169,1.00E-06,Glycerol
succ_m,ERR2438169,1.00E-06,Succinate
isocapr_m,ERR2438169,1.00E-06,Isocaproate
oxa_m,ERR2438169,1.00E-06,oxalate(2-)
glyclt_m,ERR2438169,1.00E-06,glycolate
pac_m,ERR2438169,0.030680823,phenylacetate
acald_m,ERR2438169,1.00E-06,acetaldehyde
actn_R_m,ERR2438169,1.00E-06,(R)-Acetoin
isobut_m,ERR2438169,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,ERR2438169,1.00E-06,chorismate
hxan_m,ERR2438169,1.00E-06,Hypoxanthine
mnl_m,ERR2438169,1.00E-06,D-Mannitol
gcald_m,ERR2438169,1.00E-06,glycolaldehyde
fuc_L_m,ERR2438169,1.00E-06,L-fucose
bhb_m,ERR2438169,1.00E-06,(R)-3-hydroxybutyrate
cit_m,ERR2438169,1.00E-06,Citrate
isoval_m,ERR2438169,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,ERR2438169,0.19726656,Nicotinate
ura_m,ERR2438169,0.108206098,uracil
glyb_m,ERR2438169,1.00E-06,glycine betaine
rib_D_m,ERR2438169,1.00E-06,D-ribose
glcn_m,ERR2438169,1.00E-06,D-gluconate
3mop_m,ERR2438169,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,ERR2438169,1.00E-06,Allantoin
inost_m,ERR2438169,1.00E-06,myo-inositol
phenol_m,ERR2438169,0.049938533,Phenol
mal_L_m,ERR2438169,1.00E-06,(S)-malate(2-)
phpyr_m,ERR2438169,1.00E-06,keto-phenylpyruvate
thymd_m,ERR2438169,1.00E-06,Thymidine
4hbz_m,ERR2438169,1.00E-06,4-hydroxybenzoate
etoh_m,ERR2438169,1.00E-06,ethanol
lald_L_m,ERR2438169,1.00E-06,(S)-lactaldehyde
ins_m,ERR2438169,1.00E-06,Inosine
but_m,ERR2438169,1.00E-06,butyrate
4hphac_m,ERR2438169,1.00E-06,4-hydroxyphenylacetate
uri_m,ERR2438169,1.00E-06,Uridine
ocdca_m,ERR2438169,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,ERR2438169,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,ERR2438169,1.00E-06,Riboflavin
hdca_m,ERR2438169,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,ERR2438169,1.00E-06,methanol
4hoxpacd_m,ERR2438169,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,ERR2438169,1.00E-06,D-Arabinose
acac_m,ERR2438169,1.00E-06,acetoacetate
2hyoxplac_m,ERR2438169,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,ERR2438169,1.00E-06,tetradecanoate (n-C14:0)
fru_m,ERR2438169,1.00E-06,D-Fructose
fum_m,ERR2438169,1.00E-06,Fumarate
xtsn_m,ERR2438169,1.00E-06,xanthosine
btd_RR_m,ERR2438169,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,ERR2438169,1.00E-06,Reduced riboflavin
ch4s_m,ERR2438169,1.00E-06,Methanethiol
ppi_m,ERR2438169,3.66E-05,Diphosphate
12ppd_S_m,ERR2438169,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,ERR2438169,1.00E-06,L-cysteine
galur_m,ERR2438169,1.00E-06,D-Galacturonate
ac_m,ERR2438169,1.00E-06,acetate
2obut_m,ERR2438169,1.00E-06,2-Oxobutanoate
apio_D_m,ERR2438169,0.000800961,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,ERR2438169,0.000533974,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,ERR2438169,0.000533974,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,ERR2438169,0.000533974,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,ERR2438169,0.000533974,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,ERR2438169,1.00E-06,Indole
acerA_m,ERR2438169,0.000266987,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,ERR2438169,1.00E-06,formaldehyde
ispre_m,ERR2438169,1.00E-06,Isoprene
mqn7_m,SRR11128237,1.00E-06,Menaquinone 7
mqn8_m,SRR11128237,1.00E-06,Menaquinone 8
h_m,SRR11128237,1.00E-06,proton
h2s_m,SRR11128237,0.220535323,Hydrogen sulfide
so4_m,SRR11128237,0.347884066,sulfate
co2_m,SRR11128237,0.918208413,carbon dioxide
tma_m,SRR11128237,1.00E-06,trimethylamine
h2o_m,SRR11128237,2.447867851,Water
tmao_m,SRR11128237,0.350238162,Trimethylamine N-oxide
so3_m,SRR11128237,1.00E-06,Sulfite
tsul_m,SRR11128237,1.00E-06,thiosulfate(2-)
for_m,SRR11128237,1.00E-06,Formate
chol_m,SRR11128237,1.00E-06,Choline
o2_m,SRR11128237,1.00E-06,O2
diact_m,SRR11128237,1.00E-06,Diacetyl
ppa_m,SRR11128237,1.00E-06,propionate
h2_m,SRR11128237,1.00E-06,Hydrogen
xan_m,SRR11128237,0.551807324,Xanthine
lac_L_m,SRR11128237,1.00E-06,(S)-lactate
glyc_m,SRR11128237,1.00E-06,Glycerol
succ_m,SRR11128237,1.00E-06,Succinate
isocapr_m,SRR11128237,1.00E-06,Isocaproate
oxa_m,SRR11128237,1.00E-06,oxalate(2-)
glyclt_m,SRR11128237,1.00E-06,glycolate
pac_m,SRR11128237,1.00E-06,phenylacetate
acald_m,SRR11128237,1.00E-06,acetaldehyde
actn_R_m,SRR11128237,1.00E-06,(R)-Acetoin
isobut_m,SRR11128237,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR11128237,1.00E-06,chorismate
hxan_m,SRR11128237,1.00E-06,Hypoxanthine
mnl_m,SRR11128237,1.00E-06,D-Mannitol
gcald_m,SRR11128237,1.00E-06,glycolaldehyde
fuc_L_m,SRR11128237,1.00E-06,L-fucose
bhb_m,SRR11128237,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR11128237,1.00E-06,Citrate
isoval_m,SRR11128237,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR11128237,0.123310898,Nicotinate
ura_m,SRR11128237,0.186061333,uracil
glyb_m,SRR11128237,1.00E-06,glycine betaine
rib_D_m,SRR11128237,1.00E-06,D-ribose
glcn_m,SRR11128237,1.00E-06,D-gluconate
3mop_m,SRR11128237,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR11128237,1.00E-06,Allantoin
inost_m,SRR11128237,1.00E-06,myo-inositol
phenol_m,SRR11128237,1.00E-06,Phenol
mal_L_m,SRR11128237,1.00E-06,(S)-malate(2-)
phpyr_m,SRR11128237,1.00E-06,keto-phenylpyruvate
thymd_m,SRR11128237,0.004649635,Thymidine
4hbz_m,SRR11128237,0.047271341,4-hydroxybenzoate
etoh_m,SRR11128237,1.00E-06,ethanol
lald_L_m,SRR11128237,1.00E-06,(S)-lactaldehyde
ins_m,SRR11128237,1.00E-06,Inosine
but_m,SRR11128237,1.00E-06,butyrate
4hphac_m,SRR11128237,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR11128237,1.00E-06,Uridine
ocdca_m,SRR11128237,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR11128237,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR11128237,1.00E-06,Riboflavin
hdca_m,SRR11128237,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR11128237,0.006513,methanol
4hoxpacd_m,SRR11128237,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR11128237,1.00E-06,D-Arabinose
acac_m,SRR11128237,1.00E-06,acetoacetate
2hyoxplac_m,SRR11128237,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR11128237,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR11128237,1.00E-06,D-Fructose
fum_m,SRR11128237,1.00E-06,Fumarate
xtsn_m,SRR11128237,1.00E-06,xanthosine
btd_RR_m,SRR11128237,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR11128237,1.00E-06,Reduced riboflavin
ch4s_m,SRR11128237,1.00E-06,Methanethiol
ppi_m,SRR11128237,1.00E-06,Diphosphate
12ppd_S_m,SRR11128237,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR11128237,1.00E-06,L-cysteine
galur_m,SRR11128237,1.00E-06,D-Galacturonate
ac_m,SRR11128237,1.00E-06,acetate
2obut_m,SRR11128237,1.00E-06,2-Oxobutanoate
apio_D_m,SRR11128237,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR11128237,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR11128237,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR11128237,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR11128237,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR11128237,1.00E-06,Indole
acerA_m,SRR11128237,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR11128237,1.00E-06,formaldehyde
ispre_m,SRR11128237,1.00E-06,Isoprene
mqn7_m,SRR11128247,1.00E-06,Menaquinone 7
mqn8_m,SRR11128247,1.00E-06,Menaquinone 8
h_m,SRR11128247,3.347519194,proton
h2s_m,SRR11128247,1.00E-06,Hydrogen sulfide
so4_m,SRR11128247,1.828355348,sulfate
co2_m,SRR11128247,1.00E-06,carbon dioxide
tma_m,SRR11128247,1.00E-06,trimethylamine
h2o_m,SRR11128247,1.00E-06,Water
tmao_m,SRR11128247,4.181878526,Trimethylamine N-oxide
so3_m,SRR11128247,1.00E-06,Sulfite
tsul_m,SRR11128247,1.272081308,thiosulfate(2-)
for_m,SRR11128247,1.00E-06,Formate
chol_m,SRR11128247,1.00E-06,Choline
o2_m,SRR11128247,1.00E-06,O2
diact_m,SRR11128247,1.00E-06,Diacetyl
ppa_m,SRR11128247,0.946670098,propionate
h2_m,SRR11128247,1.00E-06,Hydrogen
xan_m,SRR11128247,0.462124979,Xanthine
lac_L_m,SRR11128247,1.00E-06,(S)-lactate
glyc_m,SRR11128247,1.00E-06,Glycerol
succ_m,SRR11128247,1.00E-06,Succinate
isocapr_m,SRR11128247,1.00E-06,Isocaproate
oxa_m,SRR11128247,1.00E-06,oxalate(2-)
glyclt_m,SRR11128247,1.00E-06,glycolate
pac_m,SRR11128247,1.00E-06,phenylacetate
acald_m,SRR11128247,1.00E-06,acetaldehyde
actn_R_m,SRR11128247,1.00E-06,(R)-Acetoin
isobut_m,SRR11128247,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR11128247,1.00E-06,chorismate
hxan_m,SRR11128247,1.00E-06,Hypoxanthine
mnl_m,SRR11128247,1.00E-06,D-Mannitol
gcald_m,SRR11128247,1.00E-06,glycolaldehyde
fuc_L_m,SRR11128247,1.00E-06,L-fucose
bhb_m,SRR11128247,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR11128247,0.067721719,Citrate
isoval_m,SRR11128247,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR11128247,0.095581542,Nicotinate
ura_m,SRR11128247,0.199531743,uracil
glyb_m,SRR11128247,1.00E-06,glycine betaine
rib_D_m,SRR11128247,1.00E-06,D-ribose
glcn_m,SRR11128247,1.00E-06,D-gluconate
3mop_m,SRR11128247,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR11128247,1.00E-06,Allantoin
inost_m,SRR11128247,1.00E-06,myo-inositol
phenol_m,SRR11128247,1.00E-06,Phenol
mal_L_m,SRR11128247,1.00E-06,(S)-malate(2-)
phpyr_m,SRR11128247,0.0306061,keto-phenylpyruvate
thymd_m,SRR11128247,0.008342272,Thymidine
4hbz_m,SRR11128247,0.091888391,4-hydroxybenzoate
etoh_m,SRR11128247,1.00E-06,ethanol
lald_L_m,SRR11128247,0.252240292,(S)-lactaldehyde
ins_m,SRR11128247,1.00E-06,Inosine
but_m,SRR11128247,1.00E-06,butyrate
4hphac_m,SRR11128247,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR11128247,1.00E-06,Uridine
ocdca_m,SRR11128247,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR11128247,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR11128247,1.00E-06,Riboflavin
hdca_m,SRR11128247,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR11128247,1.00E-06,methanol
4hoxpacd_m,SRR11128247,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR11128247,1.00E-06,D-Arabinose
acac_m,SRR11128247,1.00E-06,acetoacetate
2hyoxplac_m,SRR11128247,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR11128247,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR11128247,1.00E-06,D-Fructose
fum_m,SRR11128247,1.00E-06,Fumarate
xtsn_m,SRR11128247,0.099990127,xanthosine
btd_RR_m,SRR11128247,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR11128247,1.00E-06,Reduced riboflavin
ch4s_m,SRR11128247,1.00E-06,Methanethiol
ppi_m,SRR11128247,1.00E-06,Diphosphate
12ppd_S_m,SRR11128247,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR11128247,1.00E-06,L-cysteine
galur_m,SRR11128247,1.00E-06,D-Galacturonate
ac_m,SRR11128247,1.00E-06,acetate
2obut_m,SRR11128247,1.00E-06,2-Oxobutanoate
apio_D_m,SRR11128247,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR11128247,1.00E-06,3-Deoxy-D-manno-2-octulosonate
3ddlhept_m,SRR11128247,1.00E-06,3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
2omfuc_m,SRR11128247,1.00E-06,2-o-methylfucose (rare sugar in rhamnogalacturonan II)
2omxyl_m,SRR11128247,1.00E-06,2-O-methylxylose (rare sugar in rhamnogalacturonan II)
indole_m,SRR11128247,1.00E-06,Indole
acerA_m,SRR11128247,1.00E-06,Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)
fald_m,SRR11128247,1.00E-06,formaldehyde
ispre_m,SRR11128247,1.00E-06,Isoprene
mqn7_m,SRR11128255,1.00E-06,Menaquinone 7
mqn8_m,SRR11128255,1.00E-06,Menaquinone 8
h_m,SRR11128255,2.828410322,proton
h2s_m,SRR11128255,1.00E-06,Hydrogen sulfide
so4_m,SRR11128255,2.180683386,sulfate
co2_m,SRR11128255,1.00E-06,carbon dioxide
tma_m,SRR11128255,1.00E-06,trimethylamine
h2o_m,SRR11128255,1.00E-06,Water
tmao_m,SRR11128255,2.107690819,Trimethylamine N-oxide
so3_m,SRR11128255,1.00E-06,Sulfite
tsul_m,SRR11128255,0.615667517,thiosulfate(2-)
for_m,SRR11128255,1.00E-06,Formate
chol_m,SRR11128255,1.088218418,Choline
o2_m,SRR11128255,1.00E-06,O2
diact_m,SRR11128255,1.00E-06,Diacetyl
ppa_m,SRR11128255,1.00E-06,propionate
h2_m,SRR11128255,1.00E-06,Hydrogen
xan_m,SRR11128255,0.481014658,Xanthine
lac_L_m,SRR11128255,1.00E-06,(S)-lactate
glyc_m,SRR11128255,1.00E-06,Glycerol
succ_m,SRR11128255,1.00E-06,Succinate
isocapr_m,SRR11128255,1.00E-06,Isocaproate
oxa_m,SRR11128255,1.00E-06,oxalate(2-)
glyclt_m,SRR11128255,0.211584242,glycolate
pac_m,SRR11128255,1.00E-06,phenylacetate
acald_m,SRR11128255,1.00E-06,acetaldehyde
actn_R_m,SRR11128255,1.00E-06,(R)-Acetoin
isobut_m,SRR11128255,1.00E-06,"Isobutyrate, 2-Methylpropanoate"
chor_m,SRR11128255,1.00E-06,chorismate
hxan_m,SRR11128255,1.00E-06,Hypoxanthine
mnl_m,SRR11128255,1.00E-06,D-Mannitol
gcald_m,SRR11128255,1.00E-06,glycolaldehyde
fuc_L_m,SRR11128255,1.00E-06,L-fucose
bhb_m,SRR11128255,1.00E-06,(R)-3-hydroxybutyrate
cit_m,SRR11128255,1.00E-06,Citrate
isoval_m,SRR11128255,1.00E-06,"Isovalerate, 3-Methylbutanoate"
nac_m,SRR11128255,0.195416683,Nicotinate
ura_m,SRR11128255,0.173585324,uracil
glyb_m,SRR11128255,1.00E-06,glycine betaine
rib_D_m,SRR11128255,1.00E-06,D-ribose
glcn_m,SRR11128255,1.00E-06,D-gluconate
3mop_m,SRR11128255,1.00E-06,3-methyl-2-oxopentanoate
alltn_m,SRR11128255,1.00E-06,Allantoin
inost_m,SRR11128255,1.00E-06,myo-inositol
phenol_m,SRR11128255,1.00E-06,Phenol
mal_L_m,SRR11128255,1.00E-06,(S)-malate(2-)
phpyr_m,SRR11128255,0.028040017,keto-phenylpyruvate
thymd_m,SRR11128255,0.008161639,Thymidine
4hbz_m,SRR11128255,0.045575246,4-hydroxybenzoate
etoh_m,SRR11128255,1.00E-06,ethanol
lald_L_m,SRR11128255,1.00E-06,(S)-lactaldehyde
ins_m,SRR11128255,1.00E-06,Inosine
but_m,SRR11128255,1.00E-06,butyrate
4hphac_m,SRR11128255,1.00E-06,4-hydroxyphenylacetate
uri_m,SRR11128255,1.00E-06,Uridine
ocdca_m,SRR11128255,1.00E-06,octadecanoate (n-C18:0)
2ddglcn_m,SRR11128255,1.00E-06,2-Dehydro-3-deoxy-D-gluconate
ribflv_m,SRR11128255,1.00E-06,Riboflavin
hdca_m,SRR11128255,1.00E-06,Hexadecanoate (n-C16:0)
meoh_m,SRR11128255,1.00E-06,methanol
4hoxpacd_m,SRR11128255,1.00E-06,(4-hydroxyphenyl)acetaldehyde
arab_D_m,SRR11128255,1.00E-06,D-Arabinose
acac_m,SRR11128255,1.00E-06,acetoacetate
2hyoxplac_m,SRR11128255,1.00E-06,2-Hydroxyphenylacetate
ttdca_m,SRR11128255,1.00E-06,tetradecanoate (n-C14:0)
fru_m,SRR11128255,1.00E-06,D-Fructose
fum_m,SRR11128255,1.00E-06,Fumarate
xtsn_m,SRR11128255,0.073267408,xanthosine
btd_RR_m,SRR11128255,1.00E-06,R_R__2_3_Butanediol
rbflvrd_m,SRR11128255,1.00E-06,Reduced riboflavin
ch4s_m,SRR11128255,1.00E-06,Methanethiol
ppi_m,SRR11128255,1.00E-06,Diphosphate
12ppd_S_m,SRR11128255,1.00E-06,"(S)-propane-1,2-diol"
cys_L_m,SRR11128255,1.00E-06,L-cysteine
galur_m,SRR11128255,1.00E-06,D-Galacturonate
ac_m,SRR11128255,1.00E-06,acetate
2obut_m,SRR11128255,1.00E-06,2-Oxobutanoate
apio_D_m,SRR11128255,1.00E-06,D-Apiose (rare sugar in rhamnogalacturonan II)
kdo_m,SRR11128255,1.00E-06,3-Deoxy-D-manno-2-octulosonate
